"Time","Engine Total Fuel Used (l)","Combustible Calculado (l)","Engine Fuel Rate (l/h)","Engine Instantaneous Fuel Economy (km/L)","Wheel-Based Vehicle Speed (kph)","High Resolution Total Vehicle Distance (m)"
9885.000,41512.500,41512.741,0.000,125.506,93.398,136966.105
9886.000,41512.500,41512.741,0.000,125.506,93.699,136966.130
9887.008,41512.500,41512.741,0.000,125.506,93.797,136966.155
9887.999,41512.500,41512.741,0.000,125.506,94.000,136966.185
9889.000,41512.500,41512.741,0.000,125.506,94.199,136966.210
9890.000,41512.500,41512.741,0.000,125.506,94.398,136966.235
9890.999,41512.500,41512.741,0.000,125.506,94.699,136966.260
9891.999,41512.500,41512.741,0.000,125.506,95.000,136966.290
9892.999,41512.500,41512.741,0.000,125.506,95.098,136966.315
9894.000,41512.500,41512.741,0.000,125.506,95.297,136966.340
9894.999,41512.500,41512.741,0.000,125.506,95.500,136966.370
9896.003,41512.500,41512.741,0.000,125.506,95.598,136966.395
9897.000,41512.500,41512.741,0.000,125.506,95.797,136966.420
9897.999,41512.500,41512.741,0.000,125.506,96.098,136966.445
9899.000,41512.500,41512.741,0.000,125.506,96.398,136966.475
9900.000,41512.500,41512.741,0.000,125.506,96.500,136966.500
9900.999,41512.500,41512.741,0.000,125.506,96.898,136966.530
9901.999,41512.500,41512.741,0.000,125.506,97.000,136966.555
9902.999,41512.500,41512.741,0.000,125.506,97.199,136966.580
9904.000,41512.500,41512.742,6.700,14.406,96.898,136966.610
9905.000,41512.500,41512.744,7.700,12.574,96.797,136966.635
9905.999,41512.500,41512.747,18.000,5.371,97.098,136966.665
9907.000,41512.500,41512.754,25.700,3.770,97.098,136966.690
9908.000,41512.500,41512.761,31.700,3.064,97.199,136966.715
9909.001,41512.500,41512.770,38.550,2.518,97.398,136966.745
9910.000,41512.500,41512.781,41.850,2.322,97.297,136966.770
9910.999,41512.500,41512.795,51.350,1.896,97.598,136966.800
9911.999,41512.500,41512.810,52.900,1.840,97.398,136966.825
9912.999,41512.500,41512.821,34.500,2.803,96.699,136966.850
9914.000,41512.500,41512.835,51.700,1.865,96.297,136966.880
9915.000,41512.500,41512.853,62.700,1.531,96.098,136966.905
9916.000,41512.500,41512.872,69.300,1.383,95.898,136966.930
9916.999,41512.500,41512.891,69.000,1.387,95.699,136966.960
9918.000,41512.500,41512.909,58.500,1.627,95.098,136966.985
9918.999,41512.500,41512.923,48.450,1.951,94.297,136967.010
9920.000,41512.500,41512.934,39.000,2.402,93.699,136967.040
9921.005,41512.500,41512.946,52.850,1.766,93.098,136967.065
9922.000,41512.500,41512.960,49.000,1.889,92.797,136967.090
9923.000,41513.000,41512.975,55.100,1.672,91.898,136967.115
9924.000,41513.000,41512.989,49.950,1.826,91.098,136967.140
9925.000,41513.000,41513.002,55.600,1.623,89.797,136967.165
9925.999,41513.000,41513.016,51.300,1.748,89.297,136967.190
9926.999,41513.000,41513.029,45.100,1.965,88.500,136967.215
9928.000,41513.000,41513.039,33.800,2.600,88.000,136967.240
9928.999,41513.000,41513.049,37.450,2.338,87.699,136967.265
9930.000,41513.000,41513.059,34.600,2.516,86.898,136967.290
9931.000,41513.000,41513.070,39.700,2.186,86.898,136967.315
9931.999,41513.000,41513.082,45.550,1.904,87.000,136967.335
9933.000,41513.000,41513.096,52.200,1.670,87.297,136967.360
9934.000,41513.000,41513.111,58.300,1.508,88.000,136967.385
9935.000,41513.000,41513.127,56.600,1.563,88.797,136967.410
9935.999,41513.000,41513.142,45.800,1.945,89.297,136967.435
9936.999,41513.000,41513.153,39.800,2.256,89.898,136967.460
9938.000,41513.000,41513.165,43.900,2.057,90.398,136967.485
9938.999,41513.000,41513.176,39.200,2.313,91.098,136967.510
9940.000,41513.000,41513.188,40.650,2.256,91.898,136967.535
9940.999,41513.000,41513.198,32.150,2.867,92.500,136967.560
9942.001,41513.000,41513.207,32.400,2.859,93.000,136967.585
9943.000,41513.000,41513.215,28.150,3.320,93.797,136967.610
9943.999,41513.000,41513.223,24.100,3.904,94.297,136967.640
9945.000,41513.000,41513.225,0.000,125.506,94.199,136967.665
9946.000,41513.000,41513.225,0.000,125.506,94.098,136967.690
9946.999,41513.000,41513.225,0.000,125.506,94.500,136967.715
9948.000,41513.000,41513.225,0.000,125.506,94.797,136967.745
9949.004,41513.000,41513.225,0.000,125.506,95.297,136967.770
9950.001,41513.000,41513.225,0.000,125.506,95.500,136967.795
9951.000,41513.000,41513.225,3.950,24.176,95.898,136967.820
9952.000,41513.000,41513.227,2.450,38.828,96.898,136967.850
9952.999,41513.000,41513.227,0.000,125.506,97.000,136967.875
9954.000,41513.000,41513.227,0.000,125.506,97.098,136967.905
9955.000,41513.000,41513.227,0.000,125.506,97.098,136967.930
9956.000,41513.000,41513.227,1.600,60.438,97.199,136967.955
9956.999,41513.000,41513.229,13.100,7.387,97.098,136967.985
9958.000,41513.000,41513.236,29.100,3.332,97.297,136968.010
9959.000,41513.000,41513.245,33.500,2.891,97.000,136968.040
9959.999,41513.000,41513.254,34.600,2.791,96.699,136968.065
9960.999,41513.000,41513.265,47.950,2.014,96.797,136968.090
9962.000,41513.000,41513.280,65.050,1.488,96.699,136968.120
9963.000,41513.000,41513.299,62.200,1.557,97.000,136968.145
9963.999,41513.000,41513.316,64.800,1.496,97.000,136968.170
9965.000,41513.000,41513.333,63.350,1.523,96.500,136968.200
9965.999,41513.000,41513.348,59.650,1.607,96.000,136968.225
9967.000,41513.000,41513.367,69.200,1.381,95.500,136968.255
9968.000,41513.000,41513.386,69.000,1.381,95.297,136968.280
9968.999,41513.000,41513.405,68.650,1.381,94.699,136968.305
9970.000,41513.000,41513.424,68.450,1.381,94.398,136968.330
9970.999,41513.000,41513.443,68.350,1.377,94.098,136968.360
9971.999,41513.000,41513.462,68.100,1.375,93.797,136968.385
9973.000,41513.500,41513.481,67.800,1.381,93.598,136968.410
9973.999,41513.500,41513.499,67.300,1.389,93.398,136968.435
9975.000,41513.500,41513.518,66.400,1.402,93.098,136968.460
9976.000,41513.500,41513.536,66.900,1.391,92.797,136968.490
9977.000,41513.500,41513.554,67.000,1.383,92.699,136968.515
9977.999,41513.500,41513.573,67.350,1.377,92.797,136968.540
9979.000,41513.500,41513.591,67.350,1.379,93.000,136968.565
9980.000,41513.500,41513.610,67.250,1.385,93.398,136968.590
9981.000,41513.500,41513.629,66.650,1.402,93.699,136968.615
9982.001,41513.500,41513.647,65.250,1.436,94.098,136968.645
9983.001,41513.500,41513.664,60.600,1.553,94.297,136968.670
9984.000,41513.500,41513.679,44.100,2.137,94.297,136968.695
9985.001,41513.500,41513.689,35.200,2.674,94.199,136968.720
9985.999,41513.500,41513.699,31.150,3.031,94.398,136968.750
9987.000,41513.500,41513.707,31.050,3.035,94.098,136968.775
9987.999,41513.500,41513.715,29.600,3.176,93.898,136968.800
9988.999,41513.500,41513.723,31.800,2.957,94.098,136968.825
9989.999,41513.500,41513.732,31.500,3.000,94.297,136968.855
9990.999,41513.500,41513.740,28.950,3.271,94.898,136968.880
9992.002,41513.500,41513.749,34.000,2.805,95.699,136968.905
9992.998,41513.500,41513.758,29.200,3.285,96.297,136968.930
9993.999,41513.500,41513.763,5.300,18.145,95.699,136968.960
9995.000,41513.500,41513.764,0.000,125.506,96.598,136968.985
9996.001,41513.500,41513.764,0.000,125.506,96.297,136969.010
9997.001,41513.500,41513.764,0.000,125.506,96.398,136969.040
9998.000,41513.500,41513.764,0.000,125.506,96.797,136969.065
9999.000,41513.500,41513.764,0.000,125.506,96.898,136969.095
10000.000,41513.500,41513.764,0.000,125.506,97.598,136969.120
10001.000,41513.500,41513.764,0.000,125.506,97.297,136969.145
10001.999,41513.500,41513.764,0.000,125.506,97.199,136969.175
10003.000,41513.500,41513.764,0.000,125.506,97.398,136969.200
10004.000,41513.500,41513.764,0.000,125.506,97.898,136969.230
10004.999,41513.500,41513.764,0.000,125.506,97.898,136969.255
10006.001,41513.500,41513.764,0.000,125.506,97.898,136969.280
10006.999,41513.500,41513.764,0.000,125.506,97.500,136969.310
10008.000,41513.500,41513.764,0.000,125.506,97.199,136969.335
10009.000,41513.500,41513.764,0.000,125.506,97.098,136969.365
10009.999,41513.500,41513.764,0.000,125.506,97.000,136969.390
10011.000,41513.500,41513.764,4.100,23.434,96.699,136969.415
10011.999,41513.500,41513.764,0.000,125.506,96.398,136969.445
10013.004,41513.500,41513.764,0.300,125.506,95.699,136969.470
10014.000,41513.500,41513.765,6.150,15.434,95.000,136969.500
10015.000,41513.500,41513.767,9.200,10.305,94.199,136969.525
10016.000,41513.500,41513.771,11.800,7.934,93.598,136969.550
10016.999,41513.500,41513.774,11.800,7.877,93.000,136969.575
10018.000,41513.500,41513.779,20.900,4.432,92.699,136969.600
10018.999,41513.500,41513.786,30.450,3.049,92.898,136969.630
10020.005,41513.500,41513.794,27.200,3.422,93.297,136969.655
10021.000,41513.500,41513.802,25.050,3.725,93.500,136969.680
10022.000,41513.500,41513.809,23.950,3.908,93.797,136969.705
10022.999,41513.500,41513.815,21.000,4.477,94.199,136969.730
10024.000,41513.500,41513.820,5.950,15.723,94.398,136969.760
10024.999,41513.500,41513.820,0.000,125.506,94.398,136969.785
10026.000,41513.500,41513.820,0.000,125.506,94.199,136969.810
10026.999,41513.500,41513.820,0.000,125.506,94.297,136969.835
10028.000,41513.500,41513.820,0.000,125.506,94.699,136969.865
10029.000,41513.500,41513.820,0.000,125.506,95.199,136969.890
10029.999,41513.500,41513.820,0.000,125.506,95.598,136969.915
10031.000,41513.500,41513.820,0.000,125.506,96.098,136969.940
10031.999,41513.500,41513.820,0.000,125.506,97.000,136969.970
10032.999,41513.500,41513.820,0.000,125.506,97.500,136969.995
10034.007,41513.500,41513.820,0.000,125.506,98.297,136970.025
10034.999,41513.500,41513.820,0.000,125.506,98.500,136970.050
10035.999,41513.500,41513.820,0.000,125.506,98.000,136970.080
10037.000,41513.500,41513.820,0.000,125.506,98.699,136970.105
10037.999,41513.500,41513.820,0.000,125.506,99.098,136970.130
10039.000,41513.500,41513.820,0.000,125.506,99.398,136970.160
10039.999,41513.500,41513.820,0.000,125.506,99.000,136970.185
10041.000,41513.500,41513.820,0.000,125.506,99.000,136970.215
10042.000,41513.500,41513.820,0.000,125.506,98.898,136970.240
10042.999,41513.500,41513.820,0.000,125.506,98.500,136970.270
10043.999,41513.500,41513.820,0.000,125.506,98.297,136970.295
10045.000,41513.500,41513.820,0.000,125.506,98.797,136970.325
10045.999,41513.500,41513.820,0.000,125.506,98.797,136970.350
10047.001,41513.500,41513.820,0.000,125.506,98.797,136970.380
10047.999,41513.500,41513.820,0.000,125.506,98.598,136970.405
10048.999,41513.500,41513.820,0.000,125.506,99.098,136970.435
10050.000,41513.500,41513.820,0.000,125.506,98.699,136970.460
10050.999,41513.500,41513.820,0.000,125.506,98.699,136970.490
10052.000,41513.500,41513.820,0.000,125.506,98.797,136970.515
10053.000,41513.500,41513.820,0.000,125.506,98.598,136970.545
10053.999,41513.500,41513.820,0.000,125.506,98.398,136970.570
10055.002,41513.500,41513.820,0.000,125.506,98.398,136970.600
10055.999,41513.500,41513.820,0.000,125.506,98.398,136970.625
10057.000,41513.500,41513.820,0.000,125.506,98.297,136970.655
10058.000,41513.500,41513.820,0.000,125.506,98.297,136970.680
10058.999,41513.500,41513.820,0.000,125.506,98.598,136970.710
10060.000,41513.500,41513.820,0.000,125.506,99.000,136970.735
10061.000,41513.500,41513.820,0.000,125.506,98.500,136970.765
10061.999,41513.500,41513.820,0.000,125.506,98.199,136970.790
10063.000,41513.500,41513.820,0.000,125.506,98.199,136970.820
10063.999,41513.500,41513.820,0.000,125.506,98.199,136970.845
10065.000,41513.500,41513.820,0.000,125.506,98.199,136970.870
10065.999,41513.500,41513.820,0.000,125.506,98.199,136970.900
10067.001,41513.500,41513.820,0.000,125.506,98.398,136970.925
10068.000,41513.500,41513.820,0.000,125.506,98.297,136970.955
10069.004,41513.500,41513.820,0.000,125.506,98.199,136970.980
10069.999,41513.500,41513.820,0.000,125.506,98.297,136971.010
10070.999,41513.500,41513.820,0.000,125.506,98.398,136971.035
10072.000,41513.500,41513.820,0.000,125.506,98.297,136971.065
10072.999,41513.500,41513.820,0.000,125.506,98.098,136971.090
10074.000,41513.500,41513.820,0.000,125.506,98.098,136971.120
10075.000,41513.500,41513.820,0.000,125.506,98.297,136971.145
10076.000,41513.500,41513.820,0.000,125.506,98.098,136971.170
10076.999,41513.500,41513.820,0.000,125.506,98.000,136971.200
10078.000,41513.500,41513.820,0.000,125.506,98.000,136971.225
10078.999,41513.500,41513.820,0.000,125.506,98.199,136971.255
10080.000,41513.500,41513.820,0.000,125.506,98.297,136971.280
10080.999,41513.500,41513.820,0.000,125.506,97.898,136971.310
10082.000,41513.500,41513.820,0.000,125.506,97.898,136971.335
10083.001,41513.500,41513.820,0.000,125.506,97.898,136971.365
10084.000,41513.500,41513.820,0.000,125.506,98.199,136971.390
10085.000,41513.500,41513.820,0.000,125.506,98.000,136971.420
10085.999,41513.500,41513.820,0.000,125.506,98.000,136971.445
10087.001,41513.500,41513.820,0.000,125.506,98.098,136971.470
10088.004,41513.500,41513.820,0.000,125.506,98.297,136971.500
10089.000,41513.500,41513.820,0.000,125.506,98.199,136971.525
10090.000,41513.500,41513.820,0.000,125.506,98.000,136971.555
10090.999,41513.500,41513.820,0.000,125.506,98.098,136971.580
10092.000,41513.500,41513.820,0.000,125.506,98.398,136971.610
10093.000,41513.500,41513.820,0.000,125.506,97.898,136971.635
10093.999,41513.500,41513.820,0.000,125.506,98.098,136971.665
10095.000,41513.500,41513.820,0.000,125.506,98.000,136971.690
10096.000,41513.500,41513.820,0.000,125.506,98.297,136971.720
10097.004,41513.500,41513.820,0.000,125.506,98.199,136971.745
10097.999,41513.500,41513.820,0.000,125.506,97.797,136971.770
10098.999,41513.500,41513.820,0.000,125.506,98.098,136971.800
10100.000,41513.500,41513.820,0.000,125.506,98.297,136971.825
10101.000,41513.500,41513.820,0.000,125.506,98.398,136971.855
10101.999,41513.500,41513.820,0.000,125.506,97.797,136971.880
10102.999,41513.500,41513.820,0.000,125.506,97.699,136971.910
10104.000,41513.500,41513.820,0.000,125.506,97.797,136971.935
10104.999,41513.500,41513.820,0.000,125.506,97.797,136971.965
10105.999,41513.500,41513.820,0.000,125.506,97.297,136971.990
10106.999,41513.500,41513.821,8.150,11.926,98.297,136972.015
10108.000,41513.500,41513.826,24.800,3.941,97.898,136972.045
10109.000,41513.500,41513.833,24.800,3.951,98.199,136972.070
10109.999,41513.500,41513.840,24.700,3.988,98.398,136972.100
10111.000,41513.500,41513.846,25.500,3.848,98.199,136972.125
10111.999,41513.500,41513.854,33.150,2.945,98.000,136972.155
10112.999,41513.500,41513.864,39.600,2.469,97.797,136972.180
10114.000,41513.500,41513.877,47.050,2.072,97.598,136972.210
10114.999,41513.500,41513.889,44.400,2.189,97.297,136972.235
10116.000,41513.500,41513.902,49.250,1.965,96.699,136972.260
10117.000,41513.500,41513.918,61.650,1.561,96.297,136972.290
10118.002,41513.500,41513.937,69.550,1.379,96.000,136972.315
10119.000,41513.500,41513.956,69.200,1.379,95.598,136972.340
10120.000,41514.000,41513.975,68.250,1.393,95.000,136972.370
10120.999,41514.000,41513.994,68.350,1.387,94.598,136972.395
10122.000,41514.000,41514.013,67.900,1.391,94.297,136972.420
10123.000,41514.000,41514.031,67.600,1.389,93.797,136972.450
10124.000,41514.000,41514.050,67.150,1.391,93.398,136972.475
10125.000,41514.000,41514.069,66.950,1.393,92.898,136972.500
10126.000,41514.000,41514.087,66.700,1.383,92.199,136972.525
10126.999,41514.000,41514.106,66.400,1.381,91.699,136972.550
10128.000,41514.000,41514.124,65.750,1.393,91.598,136972.575
10128.999,41514.000,41514.142,65.850,1.385,91.199,136972.600
10129.999,41514.000,41514.161,65.650,1.381,90.898,136972.625
10131.000,41514.000,41514.179,65.200,1.391,90.500,136972.655
10132.000,41514.000,41514.197,65.100,1.385,90.098,136972.680
10133.000,41514.000,41514.215,64.650,1.389,89.898,136972.705
10134.000,41514.000,41514.233,64.550,1.387,89.699,136972.730
10135.000,41514.000,41514.251,64.550,1.381,89.398,136972.755
10135.999,41514.000,41514.269,64.050,1.393,89.199,136972.775
10136.999,41514.000,41514.287,64.250,1.383,88.797,136972.800
10138.000,41514.000,41514.304,63.800,1.391,88.398,136972.825
10138.999,41514.000,41514.322,63.600,1.385,88.500,136972.850
10140.000,41514.000,41514.340,63.600,1.381,87.500,136972.875
10140.999,41514.000,41514.357,62.850,1.398,87.699,136972.900
10142.000,41514.000,41514.375,62.950,1.383,87.398,136972.925
10143.000,41514.000,41514.392,63.050,1.385,87.098,136972.950
10143.999,41514.000,41514.410,62.750,1.395,86.898,136972.975
10145.000,41514.000,41514.427,62.650,1.387,86.797,136972.995
10146.000,41514.000,41514.444,62.650,1.381,86.598,136973.020
10146.999,41514.000,41514.462,62.400,1.387,86.398,136973.045
10148.000,41514.500,41514.479,62.000,1.393,86.297,136973.070
10148.999,41514.500,41514.496,62.200,1.383,86.098,136973.095
10150.000,41514.500,41514.513,62.200,1.381,86.000,136973.120
10151.000,41514.500,41514.531,62.000,1.387,86.098,136973.140
10152.000,41514.500,41514.548,62.000,1.393,86.297,136973.165
10153.003,41514.500,41514.565,62.200,1.383,86.398,136973.190
10153.999,41514.500,41514.583,62.850,1.379,86.797,136973.215
10154.999,41514.500,41514.600,62.950,1.383,87.500,136973.235
10156.000,41514.500,41514.617,63.500,1.387,88.500,136973.260
10157.000,41514.500,41514.635,64.050,1.379,88.598,136973.285
10158.000,41514.500,41514.652,56.300,1.588,89.699,136973.310
10158.999,41514.500,41514.668,53.100,1.693,90.500,136973.335
10160.002,41514.500,41514.683,53.850,1.686,91.500,136973.360
10160.999,41514.500,41514.697,49.000,1.875,91.898,136973.385
10161.999,41514.500,41514.711,48.850,1.896,92.398,136973.410
10163.000,41514.500,41514.723,46.100,2.020,93.199,136973.440
10163.999,41514.500,41514.736,40.500,2.303,93.199,136973.465
10165.000,41514.500,41514.748,52.600,1.770,93.098,136973.490
10165.999,41514.500,41514.763,65.300,1.424,92.898,136973.515
10167.002,41514.500,41514.782,67.050,1.385,92.898,136973.540
10167.999,41514.500,41514.800,66.950,1.387,92.699,136973.565
10168.999,41514.500,41514.819,66.500,1.389,92.500,136973.595
10170.000,41514.500,41514.837,66.050,1.389,92.000,136973.620
10170.999,41514.500,41514.856,66.200,1.383,91.598,136973.645
10172.002,41514.500,41514.874,66.050,1.383,91.598,136973.670
10173.000,41514.500,41514.892,65.200,1.393,90.898,136973.695
10174.000,41514.500,41514.911,65.300,1.385,90.297,136973.720
10175.000,41514.500,41514.929,64.650,1.389,90.098,136973.745
10176.001,41514.500,41514.947,64.450,1.385,89.297,136973.770
10177.000,41514.500,41514.964,64.150,1.383,88.898,136973.795
10177.999,41515.000,41514.982,64.050,1.385,88.398,136973.820
10179.000,41515.000,41515.000,63.500,1.395,88.598,136973.845
10180.000,41515.000,41515.018,63.600,1.383,87.699,136973.870
10180.999,41515.000,41515.035,63.150,1.395,87.398,136973.895
10182.000,41515.000,41515.053,63.050,1.385,87.098,136973.920
10182.999,41515.000,41515.070,63.050,1.383,86.797,136973.940
10183.999,41515.000,41515.088,62.400,1.393,86.797,136973.965
10185.000,41515.000,41515.105,62.400,1.381,86.598,136973.990
10186.000,41515.000,41515.122,62.400,1.379,86.199,136974.015
10186.999,41515.000,41515.139,62.000,1.389,85.699,136974.040
10188.000,41515.000,41515.157,61.750,1.393,85.898,136974.060
10189.000,41515.000,41515.174,61.550,1.387,85.898,136974.085
10189.999,41515.000,41515.191,61.550,1.381,85.098,136974.110
10191.000,41515.000,41515.208,61.550,1.383,85.098,136974.135
10191.999,41515.000,41515.225,61.250,1.383,84.398,136974.155
10192.999,41515.000,41515.242,60.900,1.389,84.598,136974.180
10194.000,41515.000,41515.259,60.900,1.389,84.500,136974.205
10195.002,41515.000,41515.276,60.450,1.395,84.098,136974.225
10195.999,41515.000,41515.293,60.450,1.385,83.699,136974.250
10197.000,41515.000,41515.309,60.050,1.389,83.598,136974.275
10197.999,41515.000,41515.326,59.950,1.385,83.098,136974.295
10198.999,41515.000,41515.343,60.050,1.383,83.000,136974.320
10200.000,41515.000,41515.359,59.700,1.389,83.000,136974.345
10201.000,41515.000,41515.376,59.300,1.393,82.398,136974.365
10201.999,41515.000,41515.392,58.950,1.395,81.898,136974.390
10203.000,41515.000,41515.409,58.750,1.393,81.500,136974.410
10203.999,41515.000,41515.425,59.200,1.377,81.598,136974.435
10205.000,41515.000,41515.441,58.850,1.377,81.398,136974.460
10206.000,41515.000,41515.458,58.450,1.381,80.898,136974.480
10206.999,41515.500,41515.474,58.500,1.381,80.699,136974.505
10208.000,41515.500,41515.490,58.050,1.385,80.199,136974.525
10209.003,41515.500,41515.506,58.050,1.375,80.098,136974.545
10210.000,41515.500,41515.522,57.850,1.377,79.699,136974.570
10211.000,41515.500,41515.538,57.400,1.385,79.297,136974.590
10212.000,41515.500,41515.554,57.300,1.381,79.098,136974.615
10213.000,41515.500,41515.570,57.200,1.381,79.000,136974.635
10213.999,41515.500,41515.586,57.100,1.377,78.797,136974.660
10215.000,41515.500,41515.602,57.000,1.377,78.598,136974.680
10215.999,41515.500,41515.617,56.750,1.377,78.297,136974.700
10217.000,41515.500,41515.633,55.800,1.402,78.098,136974.725
10217.999,41515.500,41515.649,55.750,1.402,78.098,136974.745
10219.000,41515.500,41515.664,55.400,1.406,78.000,136974.765
10220.000,41515.500,41515.679,52.450,1.482,77.699,136974.790
10220.999,41515.500,41515.693,52.200,1.486,77.500,136974.810
10222.000,41515.500,41515.707,50.300,1.531,76.898,136974.830
10223.000,41515.500,41515.721,48.700,1.578,76.797,136974.855
10223.999,41515.500,41515.734,47.250,1.617,76.398,136974.875
10225.000,41515.500,41515.747,44.600,1.699,75.898,136974.895
10225.999,41515.500,41515.759,42.050,1.791,75.297,136974.915
10226.999,41515.500,41515.770,39.350,1.898,74.699,136974.935
10228.000,41515.500,41515.781,31.850,2.318,73.797,136974.960
10229.000,41515.500,41515.783,5.000,14.342,71.797,136974.980
10230.004,41515.500,41515.786,20.100,3.508,70.297,136975.000
10230.999,41515.500,41515.796,45.800,1.523,69.598,136975.020
10232.000,41515.500,41515.811,57.100,1.219,69.598,136975.035
10232.999,41515.500,41515.828,64.900,1.074,69.797,136975.055
10234.000,41515.500,41515.846,65.300,1.072,70.199,136975.075
10235.000,41515.500,41515.864,65.850,1.068,70.598,136975.095
10235.999,41515.500,41515.883,66.150,1.072,71.098,136975.115
10237.012,41515.500,41515.901,66.500,1.074,71.500,136975.135
10238.000,41515.500,41515.920,66.800,1.072,71.898,136975.155
10238.999,41515.500,41515.938,67.250,1.074,72.398,136975.175
10240.001,41515.500,41515.957,67.700,1.070,72.797,136975.195
10241.000,41516.000,41515.976,68.250,1.072,73.398,136975.215
10242.000,41516.000,41515.995,68.550,1.070,73.797,136975.235
10242.999,41516.000,41516.014,68.900,1.074,74.199,136975.255
10244.000,41516.000,41516.033,69.200,1.074,74.598,136975.275
10244.999,41516.000,41516.052,69.850,1.070,75.000,136975.295
10246.000,41516.000,41516.072,70.200,1.072,75.500,136975.320
10246.999,41516.000,41516.088,48.600,1.547,75.297,136975.340
10248.000,41516.000,41516.102,48.000,1.563,75.398,136975.360
10249.000,41516.000,41516.120,70.050,1.078,75.500,136975.380
10249.999,41516.000,41516.139,70.250,1.078,75.797,136975.400
10251.004,41516.000,41516.159,70.700,1.074,76.398,136975.425
10252.001,41516.000,41516.178,71.000,1.078,76.797,136975.445
10253.000,41516.000,41516.198,71.450,1.076,77.199,136975.465
10254.000,41516.000,41516.218,71.900,1.076,77.699,136975.485
10255.000,41516.000,41516.238,72.300,1.078,78.199,136975.510
10256.006,41516.000,41516.258,71.750,1.090,78.398,136975.530
10257.001,41516.000,41516.276,59.800,1.313,78.699,136975.550
10257.999,41516.000,41516.292,57.600,1.361,78.598,136975.575
10259.000,41516.000,41516.308,55.750,1.406,78.500,136975.595
10259.999,41516.000,41516.324,62.350,1.260,78.398,136975.620
10260.999,41516.000,41516.342,61.700,1.270,78.398,136975.640
10262.000,41516.000,41516.359,63.100,1.240,78.398,136975.660
10263.000,41516.000,41516.376,62.350,1.260,78.500,136975.685
10264.000,41516.000,41516.393,59.850,1.311,78.500,136975.705
10265.001,41516.000,41516.409,56.250,1.395,78.500,136975.725
10266.000,41516.000,41516.425,54.800,1.428,78.199,136975.750
10266.999,41516.000,41516.440,55.500,1.404,78.398,136975.770
10268.000,41516.000,41516.457,65.500,1.193,78.199,136975.790
10269.000,41516.500,41516.475,67.800,1.156,78.500,136975.815
10270.000,41516.500,41516.493,69.150,1.133,78.500,136975.835
10271.000,41516.500,41516.511,64.100,1.227,78.699,136975.855
10272.004,41516.500,41516.529,63.900,1.232,78.797,136975.880
10272.999,41516.500,41516.548,63.400,1.246,78.797,136975.900
10274.000,41516.500,41516.562,45.650,1.719,78.398,136975.925
10275.000,41516.500,41516.577,57.600,1.359,78.500,136975.945
10275.999,41516.500,41516.593,57.750,1.355,78.398,136975.965
10277.000,41516.500,41516.609,57.700,1.357,78.500,136975.990
10277.999,41516.500,41516.624,52.900,1.480,78.297,136976.010
10279.001,41516.500,41516.640,57.600,1.359,78.297,136976.030
10279.999,41516.500,41516.655,49.350,1.584,78.199,136976.055
10280.999,41516.500,41516.669,52.200,1.498,78.297,136976.075
10282.000,41516.500,41516.686,60.200,1.297,78.297,136976.095
10282.999,41516.500,41516.701,55.600,1.404,77.898,136976.120
10284.000,41516.500,41516.717,52.600,1.482,77.898,136976.140
10285.000,41516.500,41516.731,52.550,1.482,77.598,136976.160
10286.000,41516.500,41516.746,54.400,1.426,77.297,136976.185
10287.000,41516.500,41516.761,50.100,1.539,77.000,136976.205
10288.000,41516.500,41516.775,54.100,1.420,77.199,136976.225
10288.999,41516.500,41516.792,71.450,1.080,77.098,136976.250
10290.000,41516.500,41516.812,64.950,1.188,77.598,136976.270
10290.999,41516.500,41516.830,63.700,1.215,77.398,136976.290
10291.999,41516.500,41516.847,62.950,1.230,77.199,136976.315
10293.000,41516.500,41516.864,62.300,1.244,77.500,136976.335
10293.999,41516.500,41516.882,61.850,1.254,77.797,136976.355
10295.000,41516.500,41516.898,60.500,1.283,77.699,136976.375
10296.000,41516.500,41516.916,66.700,1.166,78.098,136976.400
10297.000,41516.500,41516.935,64.750,1.207,78.297,136976.420
10298.000,41516.500,41516.954,70.600,1.107,78.500,136976.440
10298.999,41517.000,41516.974,70.650,1.113,78.797,136976.465
10300.006,41517.000,41516.993,70.900,1.113,79.199,136976.485
10300.999,41517.000,41517.013,69.950,1.133,79.398,136976.510
10301.999,41517.000,41517.032,66.650,1.195,79.797,136976.530
10303.000,41517.000,41517.049,59.300,1.342,79.797,136976.550
10304.000,41517.000,41517.067,66.150,1.207,79.898,136976.575
10305.000,41517.000,41517.085,63.400,1.262,80.098,136976.595
10305.999,41517.000,41517.103,65.700,1.221,80.199,136976.620
10307.001,41517.000,41517.122,65.300,1.230,80.199,136976.640
10307.999,41517.000,41517.140,65.300,1.232,80.500,136976.665
10309.000,41517.000,41517.158,65.900,1.221,80.598,136976.685
10309.999,41517.000,41517.175,60.250,1.338,80.500,136976.710
10310.999,41517.000,41517.192,62.550,1.287,80.500,136976.730
10311.999,41517.000,41517.208,55.450,1.449,80.500,136976.755
10312.999,41517.000,41517.225,60.950,1.316,80.500,136976.775
10314.001,41517.000,41517.242,58.800,1.367,80.297,136976.800
10314.999,41517.000,41517.259,64.400,1.244,80.199,136976.820
10316.000,41517.000,41517.277,66.400,1.209,80.297,136976.845
10317.000,41517.000,41517.296,67.700,1.188,80.098,136976.865
10317.999,41517.000,41517.315,70.900,1.135,80.500,136976.885
