"Time","Engine Total Fuel Used (l)","Combustible Calculado (l)","Engine Fuel Rate (l/h)","Engine Instantaneous Fuel Economy (km/L)","Wheel-Based Vehicle Speed (kph)","High Resolution Total Vehicle Distance (m)"
0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.998,41480.000,41480.085,5.650,0.000,0.000,136829.875
2.000,41480.000,41480.086,5.650,0.000,0.000,136829.875
2.999,41480.000,41480.088,5.600,0.000,0.000,136829.875
4.000,41480.000,41480.090,5.450,0.000,0.000,136829.875
4.999,41480.000,41480.091,5.600,0.000,0.000,136829.875
6.000,41480.000,41480.093,5.600,0.000,0.000,136829.875
7.000,41480.000,41480.094,5.550,0.000,0.000,136829.875
8.001,41480.000,41480.096,5.550,0.000,0.000,136829.875
9.000,41480.000,41480.097,5.600,0.000,0.000,136829.875
9.999,41480.000,41480.099,5.600,0.000,0.000,136829.875
10.999,41480.000,41480.100,5.550,0.000,0.000,136829.875
11.999,41480.000,41480.102,5.500,0.000,0.000,136829.875
13.000,41480.000,41480.104,5.400,0.000,0.000,136829.875
14.000,41480.000,41480.105,5.550,0.000,0.000,136829.875
15.000,41480.000,41480.107,5.550,0.000,0.000,136829.875
15.999,41480.000,41480.108,5.800,0.000,0.000,136829.875
17.000,41480.000,41480.110,5.550,0.000,0.000,136829.875
17.999,41480.000,41480.111,5.500,0.000,0.000,136829.875
18.999,41480.000,41480.113,5.550,0.000,0.000,136829.875
20.000,41480.000,41480.114,5.550,0.000,0.000,136829.875
21.001,41480.000,41480.116,5.550,0.000,0.000,136829.875
21.999,41480.000,41480.117,5.550,0.000,0.000,136829.875
23.000,41480.000,41480.119,5.500,0.000,0.000,136829.875
23.999,41480.000,41480.121,5.550,0.000,0.000,136829.875
25.000,41480.000,41480.122,5.500,0.000,0.000,136829.875
26.001,41480.000,41480.124,5.550,0.000,0.000,136829.875
26.999,41480.000,41480.125,5.500,0.000,0.000,136829.875
28.000,41480.000,41480.127,5.450,0.000,0.000,136829.875
28.999,41480.000,41480.128,5.500,0.000,0.000,136829.875
30.000,41480.000,41480.130,5.500,0.000,0.000,136829.875
31.000,41480.000,41480.131,5.350,0.000,0.000,136829.875
31.999,41480.000,41480.133,5.100,0.000,0.000,136829.875
32.999,41480.000,41480.134,5.250,0.000,0.000,136829.875
34.001,41480.000,41480.136,5.200,0.000,0.000,136829.875
35.000,41480.000,41480.137,5.200,0.000,0.000,136829.875
36.000,41480.000,41480.138,5.200,0.000,0.000,136829.875
36.999,41480.000,41480.140,5.250,0.000,0.000,136829.875
38.000,41480.000,41480.141,5.200,0.000,0.000,136829.875
38.999,41480.000,41480.143,5.200,0.000,0.000,136829.875
40.002,41480.000,41480.144,5.250,0.000,0.000,136829.875
41.003,41480.000,41480.146,5.250,0.000,0.000,136829.875
42.006,41480.000,41480.147,5.200,0.000,0.000,136829.875
42.999,41480.000,41480.149,5.350,0.000,0.000,136829.875
44.000,41480.000,41480.150,5.200,0.000,0.000,136829.875
45.000,41480.000,41480.151,5.200,0.000,0.000,136829.875
45.999,41480.000,41480.153,5.250,0.000,0.000,136829.875
47.001,41480.000,41480.154,5.200,0.000,0.000,136829.875
48.000,41480.000,41480.156,5.200,0.000,0.000,136829.875
48.999,41480.000,41480.157,5.400,0.000,0.000,136829.875
50.004,41480.000,41480.159,5.200,0.000,0.000,136829.875
51.000,41480.000,41480.160,5.200,0.000,0.000,136829.875
52.000,41480.000,41480.162,5.150,0.000,0.000,136829.875
52.999,41480.000,41480.163,5.350,0.000,0.000,136829.875
53.999,41480.000,41480.164,5.150,0.000,0.000,136829.875
55.000,41480.000,41480.166,5.150,0.000,0.000,136829.875
56.000,41480.000,41480.167,5.150,0.000,0.000,136829.875
56.999,41480.000,41480.169,5.200,0.000,0.000,136829.875
58.000,41480.000,41480.170,5.150,0.000,0.000,136829.875
58.999,41480.000,41480.172,5.200,0.000,0.000,136829.875
59.999,41480.000,41480.173,5.150,0.000,0.000,136829.875
61.002,41480.000,41480.174,5.300,0.000,0.000,136829.875
62.000,41480.000,41480.176,5.150,0.000,0.000,136829.875
62.999,41480.000,41480.177,5.150,0.000,0.000,136829.875
64.000,41480.000,41480.179,5.100,0.000,0.000,136829.875
65.000,41480.000,41480.180,5.150,0.000,0.000,136829.875
66.000,41480.000,41480.182,5.150,0.000,0.000,136829.875
67.001,41480.000,41480.183,5.150,0.000,0.000,136829.875
67.999,41480.000,41480.184,5.100,0.000,0.000,136829.875
69.000,41480.000,41480.186,5.100,0.000,0.000,136829.875
70.000,41480.000,41480.187,5.100,0.000,0.000,136829.875
70.999,41480.000,41480.189,5.100,0.000,0.000,136829.875
72.001,41480.000,41480.190,5.100,0.000,0.000,136829.875
73.000,41480.000,41480.191,5.250,0.000,0.000,136829.875
74.001,41480.000,41480.193,5.100,0.000,0.000,136829.875
74.999,41480.000,41480.194,5.100,0.000,0.000,136829.875
76.000,41480.000,41480.196,5.100,0.000,0.000,136829.875
77.000,41480.000,41480.197,5.150,0.000,0.000,136829.875
78.000,41480.000,41480.199,5.100,0.000,0.000,136829.875
79.000,41480.000,41480.200,5.150,0.000,0.000,136829.875
79.999,41480.000,41480.201,5.100,0.000,0.000,136829.875
81.000,41480.000,41480.203,4.950,0.000,0.000,136829.875
82.000,41480.000,41480.204,5.100,0.000,0.000,136829.875
83.000,41480.000,41480.206,5.100,0.000,0.000,136829.875
83.999,41480.000,41480.207,5.100,0.000,0.000,136829.875
85.000,41480.000,41480.208,5.100,0.000,0.000,136829.875
85.999,41480.000,41480.210,5.100,0.000,0.000,136829.875
87.000,41480.000,41480.211,5.100,0.000,0.000,136829.875
87.999,41480.000,41480.213,5.150,0.000,0.000,136829.875
89.000,41480.000,41480.214,5.150,0.000,0.000,136829.875
89.999,41480.000,41480.216,5.150,0.000,0.000,136829.875
91.000,41480.000,41480.217,5.150,0.000,0.000,136829.875
91.999,41480.000,41480.218,5.150,0.000,0.000,136829.875
93.000,41480.000,41480.220,5.100,0.000,0.000,136829.875
93.999,41480.000,41480.221,5.100,0.000,0.000,136829.875
94.999,41480.000,41480.223,5.150,0.000,0.000,136829.875
96.000,41480.000,41480.224,5.150,0.000,0.000,136829.875
96.999,41480.000,41480.226,5.150,0.000,0.000,136829.875
98.000,41480.000,41480.227,5.150,0.000,0.000,136829.875
98.999,41480.000,41480.228,5.100,0.000,0.000,136829.875
99.999,41480.000,41480.230,5.150,0.000,0.000,136829.875
101.000,41480.000,41480.231,5.150,0.000,0.000,136829.875
102.007,41480.000,41480.233,5.150,0.000,0.000,136829.875
103.000,41480.000,41480.234,5.150,0.000,0.000,136829.875
103.999,41480.000,41480.236,5.100,0.000,0.000,136829.875
105.000,41480.000,41480.237,5.100,0.000,0.000,136829.875
106.000,41480.000,41480.238,5.150,0.000,0.000,136829.875
107.000,41480.000,41480.240,5.100,0.000,0.000,136829.875
108.000,41480.000,41480.241,5.100,0.000,0.000,136829.875
109.000,41480.000,41480.243,5.300,0.000,0.000,136829.875
109.999,41480.000,41480.244,5.100,0.000,0.000,136829.875
110.999,41480.000,41480.246,5.100,0.000,0.000,136829.875
112.000,41480.000,41480.247,5.100,0.000,0.000,136829.875
112.999,41480.000,41480.248,5.100,0.000,0.000,136829.875
114.001,41480.000,41480.250,5.100,0.000,0.000,136829.875
115.000,41480.000,41480.251,5.100,0.000,0.000,136829.875
116.007,41480.000,41480.253,5.100,0.000,0.000,136829.875
116.999,41480.000,41480.254,5.100,0.000,0.000,136829.875
117.999,41480.000,41480.255,5.100,0.000,0.000,136829.875
118.999,41480.000,41480.257,5.100,0.000,0.000,136829.875
120.001,41480.000,41480.258,5.100,0.000,0.000,136829.875
120.999,41480.000,41480.260,5.100,0.000,0.000,136829.875
121.999,41480.000,41480.261,5.100,0.000,0.000,136829.875
123.000,41480.000,41480.263,5.100,0.000,0.000,136829.875
123.999,41480.000,41480.264,5.250,0.000,0.000,136829.875
124.999,41480.000,41480.265,5.100,0.000,0.000,136829.875
126.000,41480.000,41480.267,5.100,0.000,0.000,136829.875
126.999,41480.000,41480.268,5.100,0.000,0.000,136829.875
127.999,41480.000,41480.270,5.250,0.000,0.000,136829.875
129.000,41480.000,41480.271,5.100,0.000,0.000,136829.875
130.005,41480.000,41480.272,5.050,0.000,0.000,136829.875
130.999,41480.000,41480.274,5.050,0.000,0.000,136829.875
132.000,41480.000,41480.275,5.100,0.000,0.000,136829.875
133.001,41480.000,41480.277,5.100,0.000,0.000,136829.875
133.999,41480.000,41480.278,5.050,0.000,0.000,136829.875
135.000,41480.000,41480.279,5.100,0.000,0.000,136829.875
135.999,41480.000,41480.281,5.100,0.000,0.000,136829.875
137.000,41480.000,41480.282,5.100,0.000,0.000,136829.875
138.000,41480.000,41480.284,5.100,0.000,0.000,136829.875
139.000,41480.000,41480.285,5.050,0.000,0.000,136829.875
140.000,41480.000,41480.287,4.850,0.000,0.000,136829.875
141.000,41480.000,41480.288,5.050,0.000,0.000,136829.875
142.000,41480.000,41480.289,5.050,0.000,0.000,136829.875
142.999,41480.000,41480.291,5.100,0.000,0.000,136829.875
144.000,41480.000,41480.292,5.050,0.000,0.000,136829.875
145.000,41480.000,41480.294,5.100,0.000,0.000,136829.875
145.999,41480.000,41480.295,5.100,0.000,0.000,136829.875
147.000,41480.000,41480.296,5.050,0.000,0.000,136829.875
147.999,41480.000,41480.298,4.900,0.000,0.000,136829.875
149.000,41480.000,41480.299,5.050,0.000,0.000,136829.875
150.000,41480.000,41480.301,5.050,0.000,0.000,136829.875
151.000,41480.000,41480.302,5.250,0.000,0.000,136829.875
152.004,41480.000,41480.303,4.850,0.000,0.000,136829.875
152.999,41480.000,41480.305,5.050,0.000,0.000,136829.875
154.000,41480.000,41480.306,5.000,0.000,0.000,136829.875
155.000,41480.000,41480.308,5.200,0.000,0.000,136829.875
155.999,41480.000,41480.309,5.000,0.000,0.000,136829.875
157.000,41480.000,41480.310,5.200,0.000,0.000,136829.875
158.001,41480.000,41480.312,5.000,0.000,0.000,136829.875
159.000,41480.000,41480.313,5.000,0.000,0.000,136829.875
159.999,41480.000,41480.315,5.200,0.000,0.000,136829.875
161.000,41480.000,41480.316,5.050,0.000,0.000,136829.875
161.999,41480.000,41480.317,5.050,0.000,0.000,136829.875
162.999,41480.000,41480.319,5.050,0.000,0.000,136829.875
164.000,41480.000,41480.320,5.050,0.000,0.000,136829.875
164.999,41480.000,41480.322,5.050,0.000,0.000,136829.875
166.000,41480.000,41480.323,5.050,0.000,0.000,136829.875
166.999,41480.000,41480.324,4.900,0.000,0.000,136829.875
168.000,41480.000,41480.326,5.050,0.000,0.000,136829.875
168.999,41480.000,41480.327,5.250,0.000,0.000,136829.875
170.000,41480.000,41480.329,5.050,0.000,0.000,136829.875
171.000,41480.000,41480.330,5.050,0.000,0.000,136829.875
171.999,41480.000,41480.331,4.850,0.000,0.000,136829.875
173.000,41480.000,41480.333,5.050,0.000,0.000,136829.875
173.999,41480.000,41480.334,5.000,0.000,0.000,136829.875
175.000,41480.000,41480.336,5.000,0.000,0.000,136829.875
175.999,41480.000,41480.337,5.200,0.000,0.000,136829.875
177.000,41480.000,41480.338,5.050,0.000,0.000,136829.875
178.000,41480.000,41480.340,5.200,0.000,0.000,136829.875
178.999,41480.000,41480.341,5.000,0.000,0.000,136829.875
180.002,41480.000,41480.343,5.000,0.000,0.000,136829.875
180.999,41480.000,41480.344,5.000,0.000,0.000,136829.875
182.000,41480.000,41480.345,5.000,0.000,0.000,136829.875
183.000,41480.000,41480.347,5.000,0.000,0.000,136829.875
184.000,41480.000,41480.348,5.200,0.000,0.000,136829.875
185.000,41480.000,41480.349,4.800,0.000,0.000,136829.875
185.999,41480.000,41480.351,5.050,0.000,0.000,136829.875
187.000,41480.000,41480.352,5.000,0.000,0.000,136829.875
187.999,41480.000,41480.354,5.000,0.000,0.000,136829.875
189.000,41480.000,41480.355,5.150,0.000,0.000,136829.875
190.000,41480.000,41480.356,4.950,0.000,0.000,136829.875
190.999,41480.000,41480.358,5.200,0.000,0.000,136829.875
191.999,41480.000,41480.359,5.000,0.000,0.000,136829.875
193.000,41480.000,41480.361,5.200,0.000,0.000,136829.875
194.007,41480.000,41480.362,5.000,0.000,0.000,136829.875
194.999,41480.000,41480.363,5.000,0.000,0.000,136829.875
195.999,41480.000,41480.365,5.000,0.000,0.000,136829.875
197.000,41480.000,41480.366,5.000,0.000,0.000,136829.875
198.000,41480.000,41480.368,5.000,0.000,0.000,136829.875
198.999,41480.000,41480.369,5.000,0.000,0.000,136829.875
200.000,41480.000,41480.370,4.800,0.000,0.000,136829.875
200.999,41480.000,41480.372,5.000,0.000,0.000,136829.875
202.001,41480.000,41480.373,5.000,0.000,0.000,136829.875
203.000,41480.000,41480.374,5.000,0.000,0.000,136829.875
204.000,41480.000,41480.376,5.000,0.000,0.000,136829.875
205.003,41480.000,41480.377,5.000,0.000,0.000,136829.875
205.999,41480.000,41480.379,4.950,0.000,0.000,136829.875
206.999,41480.000,41480.380,5.000,0.000,0.000,136829.875
208.001,41480.000,41480.381,4.950,0.000,0.000,136829.875
209.000,41480.000,41480.383,4.950,0.000,0.000,136829.875
210.000,41480.000,41480.384,5.000,0.000,0.000,136829.875
211.000,41480.000,41480.386,4.800,0.000,0.000,136829.875
212.000,41480.000,41480.387,5.000,0.000,0.000,136829.875
213.000,41480.000,41480.388,5.000,0.000,0.000,136829.875
213.999,41480.000,41480.390,5.200,0.000,0.000,136829.875
215.002,41480.000,41480.391,5.050,0.000,0.000,136829.875
215.999,41480.000,41480.393,5.000,0.000,0.000,136829.875
217.002,41480.000,41480.394,5.000,0.000,0.000,136829.875
218.001,41480.000,41480.395,4.950,0.000,0.000,136829.875
218.999,41480.000,41480.397,4.950,0.000,0.000,136829.875
220.000,41480.000,41480.398,4.900,0.000,0.000,136829.875
221.000,41480.000,41480.399,4.800,0.000,0.000,136829.875
222.002,41480.000,41480.401,4.950,0.000,0.000,136829.875
222.999,41480.000,41480.402,5.000,0.000,0.000,136829.875
224.001,41480.000,41480.404,4.800,0.000,0.000,136829.875
225.000,41480.000,41480.405,4.950,0.000,0.000,136829.875
225.999,41480.000,41480.406,5.000,0.000,0.000,136829.875
226.999,41480.000,41480.408,5.000,0.000,0.000,136829.875
228.000,41480.000,41480.409,4.950,0.000,0.000,136829.875
229.000,41480.000,41480.410,4.950,0.000,0.000,136829.875
229.999,41480.000,41480.412,4.950,0.000,0.000,136829.875
231.000,41480.000,41480.413,5.150,0.000,0.000,136829.875
231.999,41480.000,41480.415,4.950,0.000,0.000,136829.875
232.999,41480.000,41480.416,4.950,0.000,0.000,136829.875
233.999,41480.000,41480.417,5.200,0.000,0.000,136829.875
235.000,41480.000,41480.419,5.000,0.000,0.000,136829.875
236.002,41480.000,41480.420,5.000,0.000,0.000,136829.875
237.000,41480.000,41480.422,5.000,0.000,0.000,136829.875
237.999,41480.000,41480.423,5.000,0.000,0.000,136829.875
238.999,41480.000,41480.424,5.150,0.000,0.000,136829.875
240.000,41480.000,41480.426,5.050,0.000,0.000,136829.875
240.999,41480.000,41480.427,5.000,0.000,0.000,136829.875
242.000,41480.000,41480.429,4.850,0.000,0.000,136829.875
242.999,41480.000,41480.430,4.850,0.000,0.000,136829.875
244.000,41480.000,41480.431,5.000,0.000,0.000,136829.875
244.999,41480.000,41480.433,4.950,0.000,0.000,136829.875
246.000,41480.000,41480.434,4.900,0.000,0.000,136829.875
247.000,41480.000,41480.435,4.950,0.000,0.000,136829.875
247.999,41480.000,41480.436,0.000,0.000,0.000,136829.875
249.000,41480.000,41480.437,2.950,0.000,0.000,136829.875
250.001,41480.000,41480.438,3.200,0.000,0.000,136829.875
251.000,41480.000,41480.439,3.400,0.000,0.000,136829.875
252.000,41480.000,41480.440,3.950,0.199,0.699,136829.875
253.000,41480.000,41480.441,4.500,0.088,0.398,136829.875
254.000,41480.000,41480.442,4.350,0.000,0.000,136829.875
255.000,41480.000,41480.443,5.150,0.000,0.000,136829.875
256.000,41480.000,41480.445,5.400,0.000,0.000,136829.875
257.000,41480.000,41480.446,5.150,0.057,0.297,136829.875
258.000,41480.000,41480.448,7.050,0.041,0.297,136829.875
259.005,41480.000,41480.451,12.300,0.057,1.797,136829.875
259.999,41480.000,41480.452,1.150,2.764,3.199,136829.875
261.000,41480.000,41480.453,6.300,0.426,2.797,136829.875
261.999,41480.000,41480.454,2.750,1.115,3.098,136829.875
263.000,41480.000,41480.455,3.400,0.813,2.898,136829.875
263.999,41480.000,41480.456,3.700,0.701,2.500,136829.875
265.002,41480.000,41480.457,3.450,0.660,2.098,136829.880
266.000,41480.000,41480.458,3.300,0.539,1.797,136829.880
266.999,41480.000,41480.459,3.350,0.387,1.297,136829.880
268.000,41480.000,41480.459,3.350,0.322,1.098,136829.880
268.999,41480.000,41480.460,4.500,0.463,2.199,136829.880
270.000,41480.000,41480.462,4.100,0.650,2.699,136829.880
271.002,41480.000,41480.463,3.300,0.877,2.898,136829.880
271.999,41480.000,41480.464,3.550,0.668,2.398,136829.880
273.000,41480.000,41480.465,3.550,0.529,1.797,136829.880
274.000,41480.000,41480.466,3.650,0.436,1.598,136829.885
275.000,41480.000,41480.467,3.850,0.256,1.000,136829.885
275.999,41480.000,41480.468,4.200,0.236,1.098,136829.885
276.999,41480.000,41480.469,3.450,0.400,1.398,136829.885
278.000,41480.000,41480.470,3.400,0.375,1.297,136829.885
278.999,41480.000,41480.471,3.800,0.260,1.000,136829.885
279.999,41480.000,41480.472,4.100,0.313,1.297,136829.885
281.000,41480.000,41480.473,3.300,0.361,1.199,136829.885
282.000,41480.000,41480.474,3.400,0.434,1.500,136829.885
282.999,41480.000,41480.475,3.400,0.375,0.898,136829.885
284.000,41480.000,41480.476,4.750,0.082,0.398,136829.885
285.002,41480.000,41480.477,4.200,0.094,0.398,136829.885
285.999,41480.000,41480.478,3.750,0.000,0.000,136829.885
287.001,41480.000,41480.479,3.900,0.000,0.000,136829.885
288.000,41480.000,41480.480,4.100,0.000,0.000,136829.885
288.999,41480.000,41480.482,6.500,0.000,0.000,136829.885
289.999,41480.000,41480.484,9.100,0.000,0.000,136829.885
291.001,41480.000,41480.487,11.300,0.123,1.398,136829.885
291.999,41480.000,41480.489,7.750,0.424,4.199,136829.885
293.000,41480.000,41480.490,6.700,0.639,4.398,136829.890
294.000,41480.000,41480.492,2.800,1.740,4.898,136829.890
294.999,41480.000,41480.492,3.300,1.266,4.000,136829.890
296.000,41480.000,41480.493,3.500,1.043,3.699,136829.890
296.999,41480.000,41480.494,3.450,0.885,3.098,136829.895
298.001,41480.000,41480.495,3.550,1.000,3.699,136829.895
299.000,41480.000,41480.496,4.100,0.777,3.199,136829.895
300.000,41480.000,41480.498,4.300,0.719,3.098,136829.895
300.999,41480.000,41480.499,5.150,0.674,3.699,136829.895
302.004,41480.500,41480.501,5.500,0.799,4.500,136829.900
303.002,41480.500,41480.502,3.400,1.350,4.699,136829.900
304.000,41480.500,41480.503,4.200,0.924,4.000,136829.900
305.000,41480.500,41480.504,3.600,1.160,4.199,136829.900
306.001,41480.500,41480.505,3.500,1.211,4.199,136829.900
306.999,41480.500,41480.506,3.750,1.053,3.898,136829.905
307.999,41480.500,41480.507,4.600,0.861,3.898,136829.905
308.999,41480.500,41480.508,5.350,0.836,4.598,136829.905
310.002,41480.500,41480.510,5.300,0.941,4.898,136829.905
310.999,41480.500,41480.511,5.050,1.027,5.199,136829.910
311.999,41480.500,41480.512,4.500,1.189,5.398,136829.910
313.002,41480.500,41480.514,4.300,1.242,5.398,136829.910
313.999,41480.500,41480.515,4.250,1.256,5.500,136829.915
314.999,41480.500,41480.516,3.950,1.383,5.500,136829.915
316.000,41480.500,41480.517,4.300,1.273,5.598,136829.915
317.000,41480.500,41480.518,4.350,1.227,5.297,136829.920
317.999,41480.500,41480.519,4.300,1.240,5.398,136829.920
318.999,41480.500,41480.521,4.300,1.266,5.500,136829.920
320.000,41480.500,41480.522,3.950,1.375,5.500,136829.920
321.000,41480.500,41480.523,3.700,1.377,5.199,136829.925
322.000,41480.500,41480.524,3.900,1.277,5.098,136829.925
323.001,41480.500,41480.525,3.800,1.352,5.098,136829.925
324.000,41480.500,41480.526,4.850,1.127,5.297,136829.930
325.000,41480.500,41480.527,3.300,1.684,5.598,136829.930
326.000,41480.500,41480.528,4.600,1.098,5.297,136829.930
326.999,41480.500,41480.529,4.100,1.311,5.500,136829.935
328.000,41480.500,41480.530,3.700,1.473,5.098,136829.935
329.000,41480.500,41480.531,4.600,1.084,4.699,136829.935
330.000,41480.500,41480.533,3.250,1.615,5.297,136829.935
330.999,41480.500,41480.534,3.550,1.443,5.199,136829.940
332.000,41480.500,41480.535,3.650,1.436,5.199,136829.940
333.000,41480.500,41480.536,4.000,1.287,5.199,136829.940
334.000,41480.500,41480.537,4.600,1.059,4.898,136829.945
335.000,41480.500,41480.538,4.100,1.229,5.199,136829.945
335.999,41480.500,41480.539,4.350,1.162,5.199,136829.945
337.000,41480.500,41480.540,4.100,1.266,5.199,136829.945
338.004,41480.500,41480.541,4.050,1.246,5.297,136829.950
338.999,41480.500,41480.542,4.150,1.244,5.199,136829.950
340.000,41480.500,41480.544,3.600,1.455,5.398,136829.950
340.999,41480.500,41480.545,4.200,1.230,5.000,136829.955
342.001,41480.500,41480.546,4.250,1.170,5.199,136829.955
343.000,41480.500,41480.547,3.700,1.395,5.297,136829.955
344.000,41480.500,41480.548,4.000,1.242,5.000,136829.955
344.999,41480.500,41480.549,4.400,1.125,5.000,136829.960
346.000,41480.500,41480.550,3.650,1.436,5.297,136829.960
347.000,41480.500,41480.551,3.850,1.346,5.297,136829.960
347.999,41480.500,41480.553,3.700,1.424,5.297,136829.965
349.000,41480.500,41480.554,4.400,1.146,5.000,136829.965
350.000,41480.500,41480.555,4.500,1.104,5.199,136829.965
350.999,41480.500,41480.556,3.700,1.424,5.297,136829.965
352.000,41480.500,41480.557,3.700,1.484,5.598,136829.970
353.000,41480.500,41480.558,3.500,1.566,5.500,136829.970
354.000,41480.500,41480.559,3.450,1.564,5.500,136829.970
355.005,41480.500,41480.560,3.550,1.516,5.500,136829.975
356.000,41480.500,41480.561,3.450,1.580,5.500,136829.975
356.999,41480.500,41480.562,3.350,1.664,5.598,136829.975
358.012,41480.500,41480.562,3.150,1.736,5.398,136829.980
358.999,41480.500,41480.563,3.200,1.637,5.098,136829.980
359.999,41480.500,41480.564,3.200,1.555,4.898,136829.980
361.000,41480.500,41480.565,3.550,1.344,4.699,136829.980
361.999,41480.500,41480.566,3.900,1.191,4.699,136829.985
363.003,41480.500,41480.567,3.200,1.506,4.898,136829.985
364.000,41480.500,41480.568,3.550,1.338,4.699,136829.985
364.999,41480.500,41480.569,3.550,1.350,4.797,136829.985
366.000,41480.500,41480.570,3.850,1.215,4.699,136829.990
366.999,41480.500,41480.571,4.050,1.156,4.797,136829.990
368.000,41480.500,41480.572,3.400,1.410,4.898,136829.990
369.000,41480.500,41480.573,2.950,1.691,4.898,136829.995
370.000,41480.500,41480.574,3.750,1.275,4.898,136829.995
371.000,41480.500,41480.575,3.400,1.365,4.598,136829.995
372.000,41480.500,41480.576,4.450,1.006,4.598,136829.995
372.999,41480.500,41480.577,3.550,1.313,4.797,136830.000
374.000,41480.500,41480.578,3.150,1.488,4.598,136830.000
375.000,41480.500,41480.579,3.250,1.377,4.500,136830.000
375.999,41480.500,41480.580,4.750,0.881,4.398,136830.000
377.000,41480.500,41480.581,2.400,1.949,4.398,136830.005
377.999,41480.500,41480.582,3.700,0.971,3.297,136830.005
379.000,41480.500,41480.583,3.650,1.012,3.500,136830.005
379.999,41480.500,41480.584,3.600,0.969,3.500,136830.005
380.999,41480.500,41480.585,3.550,0.973,3.797,136830.005
382.000,41480.500,41480.586,3.700,0.998,3.297,136830.010
383.000,41480.500,41480.587,3.600,0.877,3.297,136830.010
384.001,41480.500,41480.588,3.500,1.047,3.598,136830.010
385.000,41480.500,41480.589,3.550,0.861,3.297,136830.010
386.000,41480.500,41480.590,3.600,0.877,3.098,136830.010
386.999,41480.500,41480.592,3.850,1.156,4.699,136830.015
388.000,41480.500,41480.592,3.400,1.314,4.500,136830.015
389.000,41480.500,41480.593,3.350,1.244,3.398,136830.015
389.999,41480.500,41480.594,3.800,0.840,3.098,136830.015
391.000,41480.500,41480.595,3.900,0.939,3.898,136830.015
391.999,41480.500,41480.597,4.050,1.049,4.398,136830.020
393.000,41480.500,41480.598,3.200,1.367,4.398,136830.020
394.000,41480.500,41480.598,4.200,0.996,4.297,136830.020
395.000,41480.500,41480.600,3.900,1.125,4.398,136830.020
395.999,41480.500,41480.601,3.600,1.234,4.398,136830.025
397.000,41480.500,41480.602,3.750,1.168,4.398,136830.025
398.000,41480.500,41480.603,3.650,1.191,4.398,136830.025
399.001,41480.500,41480.604,3.950,1.107,4.297,136830.025
400.000,41480.500,41480.605,3.900,1.092,4.398,136830.030
400.999,41480.500,41480.606,4.150,1.049,4.398,136830.030
401.999,41480.500,41480.607,4.000,1.092,4.398,136830.030
403.000,41480.500,41480.608,3.900,1.146,4.500,136830.030
404.000,41480.500,41480.609,3.650,1.199,4.398,136830.035
404.999,41480.500,41480.610,4.200,1.035,4.398,136830.035
406.000,41480.500,41480.611,3.500,1.268,4.398,136830.035
406.999,41480.500,41480.612,3.700,1.129,4.199,136830.035
407.999,41480.500,41480.613,3.700,1.121,4.199,136830.040
409.000,41480.500,41480.614,3.600,1.152,4.199,136830.040
410.000,41480.500,41480.615,3.550,1.199,4.297,136830.040
411.000,41480.500,41480.616,3.650,1.168,4.199,136830.040
411.999,41480.500,41480.617,3.600,1.156,4.199,136830.040
412.999,41480.500,41480.618,3.800,1.021,3.500,136830.045
414.001,41480.500,41480.619,3.450,0.719,2.898,136830.045
415.000,41480.500,41480.620,3.450,1.213,4.199,136830.045
416.001,41480.500,41480.621,3.550,1.123,4.000,136830.045
417.000,41480.500,41480.622,3.550,1.111,3.898,136830.045
418.001,41480.500,41480.623,3.650,1.027,3.898,136830.050
419.000,41480.500,41480.624,3.800,1.127,4.297,136830.050
420.000,41480.500,41480.625,3.250,1.367,4.297,136830.050
421.000,41480.500,41480.626,3.350,0.861,3.598,136830.050
422.000,41480.500,41480.627,2.650,1.670,4.500,136830.055
423.000,41480.500,41480.628,3.250,1.285,4.199,136830.055
424.000,41480.500,41480.629,4.350,0.982,4.398,136830.055
425.000,41480.500,41480.630,3.400,1.314,4.500,136830.055
426.000,41480.500,41480.631,3.300,1.332,4.398,136830.060
427.000,41480.500,41480.632,3.850,1.131,4.398,136830.060
427.999,41480.500,41480.633,3.600,1.242,4.500,136830.060
428.999,41480.500,41480.634,3.800,1.176,4.500,136830.060
430.003,41480.500,41480.635,4.000,1.123,4.398,136830.065
431.000,41480.500,41480.636,4.400,1.016,4.500,136830.065
431.999,41480.500,41480.637,4.100,1.119,4.598,136830.065
432.999,41480.500,41480.639,4.700,0.998,4.699,136830.065
433.999,41480.500,41480.640,4.200,1.137,4.797,136830.070
435.002,41480.500,41480.641,4.250,1.117,4.797,136830.070
436.003,41480.500,41480.642,4.250,1.121,4.797,136830.070
437.000,41480.500,41480.643,4.650,1.027,4.898,136830.070
437.999,41480.500,41480.645,4.600,1.078,5.000,136830.075
439.000,41480.500,41480.646,5.050,1.025,5.297,136830.075
439.999,41480.500,41480.647,5.250,0.986,5.098,136830.075
441.000,41480.500,41480.649,8.550,0.629,5.500,136830.080
442.000,41480.500,41480.652,6.000,1.031,6.297,136830.080
443.000,41480.500,41480.653,5.950,1.072,6.699,136830.080
444.000,41480.500,41480.655,8.400,0.805,6.699,136830.085
445.004,41480.500,41480.657,5.500,1.031,5.598,136830.085
445.999,41480.500,41480.659,7.750,0.680,5.500,136830.085
447.001,41480.500,41480.661,7.400,0.857,6.500,136830.090
